% # columns="iteration, evaluation, void, void, void, xmean", seed=836855, Thu Mar 25 11:23:16 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 21.8093036143018 22.096820114171383 21.990964030288897 21.911521457254135 21.527564481271845 21.838197812000008 22.01128063098932 22.146532920350314 21.789382644974303 21.992340707464678 21.79368893241969 22.095048879517677 21.62692596683743 21.894217480297865 21.534154783545855 22.06814153348032
2 24 0 0 0 21.69682264231998 22.09909451168226 21.884381154572615 21.538424203971857 21.210057343537763 21.70140935633303 21.64236875620233 21.98617419927332 21.87739617965467 22.172165911569632 21.642617238970992 22.081940501965356 21.577179542172 21.47714671966089 21.568507466465523 22.40658082261417
3 36 0 0 0 21.463467329288576 22.069881829400614 21.87173746636097 21.547337836902297 21.237171901970704 21.49987410529042 21.724373086065434 21.695985812801695 21.527519783602273 21.926324422109534 21.527580742026583 21.88139222738496 21.032243210656137 21.48063528260127 21.51951768232351 22.423313765376268
4 48 0 0 0 21.26723173099048 22.082026003054217 21.507748708705826 21.344437472062143 21.32054880074021 21.23889697180673 21.412050598391417 21.476225525533973 21.44674540797097 21.81110242015805 21.58716823904037 22.027194544381178 20.92974236045877 21.447798994952077 21.498896781606632 22.15742045189781
5 60 0 0 0 20.532985273526947 21.93560251275413 21.096664340495177 21.40999776754868 21.32659850102018 21.492087597829943 21.698738097129276 21.12942407953389 21.379927618084903 21.748836400949195 21.797795887074667 22.087358715725905 20.919437514689037 21.255811059719438 20.895290031131168 21.836539369892893
6 72 0 0 0 20.42430284105887 21.710354004482262 20.952666684139135 21.448600841992327 21.410094623439978 21.254726126214834 21.55331865062164 20.940988676104332 21.57390464945803 21.660257687597753 21.414804482552515 22.282027598416324 20.87770051745029 21.12706849225462 20.347129254135933 21.443798220566215
7 84 0 0 0 19.983904505229667 21.801246304786737 20.798787508551886 21.31867892030589 21.08285896018877 21.033507273043455 21.295855650328285 20.7130701317541 21.02949012119621 21.609918392523802 21.707586817839474 22.298990634232638 20.721861359353532 21.149660914749287 19.94909012073253 21.39625522136537
8 96 0 0 0 19.855766307417593 21.677206621130047 20.773183206534505 20.329642738246577 20.634156936722494 21.40086093084717 20.951436912349738 20.645539455665798 21.390891351246854 20.764409497632435 21.73985916069146 22.283912455998948 20.928238973643115 21.417053950906414 19.715620525394165 21.08310996356105
9 108 0 0 0 19.161354541197806 22.11929098207736 20.224119824905458 20.283090416481024 20.79132406120914 21.01710343312593 21.1048815379776 20.23409144084829 21.628982030303533 20.860046382756877 21.377960007136995 21.602745222170135 20.89584045674051 20.9171101669882 19.229289480344697 20.790235862514063
10 120 0 0 0 18.372267801665267 22.458810584646372 19.583435493930825 20.27751896720722 20.594678403997662 20.44277599640902 20.859812865492795 19.984955328293303 21.637421411865827 20.41742529418093 21.27574719552981 22.59419942683842 20.778478789801774 20.473801604109795 18.63139252834732 20.880387548256866
11 132 0 0 0 17.66600416568731 21.85293183454229 19.73210128527536 20.327813492074338 20.3530617396995 19.95209417819632 20.507580585576605 19.38376094836176 20.510151766197907 20.34886695878928 20.904318632150833 21.979045617481493 20.423688014972925 20.24805410907742 18.39706341518601 20.79444274280574
12 144 0 0 0 17.379272883644713 21.172772618925386 18.212666678627066 20.06664782355964 19.699649690878985 19.65196071714364 20.024496880083323 19.00072657010937 20.025673677745157 19.79638069585877 20.18638873396967 21.893941158573767 20.055009117542056 20.486645952338815 16.803113741176773 20.568502016738165
13 156 0 0 0 16.949755629449843 20.181884699896738 16.614654785513274 19.79384734279501 20.20280973648791 19.53414941451603 20.28514757275784 18.649807624834757 19.46600550888126 19.773426731261516 20.334435125811552 22.119843091771404 20.34988262476773 19.596665212866096 16.11741536373314 19.669954944417977
14 168 0 0 0 15.858669678334646 20.36722247601803 14.94444461600714 18.581289783947867 20.98853717290097 18.586821782318566 19.9842425719168 17.936683069595006 19.956971181412325 19.553415833853148 18.77142569054111 22.53983566572443 20.53713642751364 19.449612305797018 15.383008399642545 19.08859087338669
15 180 0 0 0 14.094402346539527 20.033224090665954 13.392075701834413 17.731592650215433 20.236911876429684 17.989944350103304 19.990119261786482 17.00389769684402 19.710063523066367 19.607739063552316 16.803921905755722 22.259848806777462 18.3217984244401 19.94249406221236 13.585773309385504 18.887523437193355
16 192 0 0 0 13.041535830803106 18.22030716710079 11.661332050065958 16.805157400269692 18.79408901762874 16.872242628511636 19.786108160563554 16.21812712139576 18.596840236126013 17.809753331536456 16.755842741994677 22.045526021277908 17.579973129716173 19.070987410803276 14.142405253863732 18.410573287272456
17 204 0 0 0 11.690673009345685 18.54433613901575 10.424202085908636 16.732994050526965 19.35416964447414 16.975235764853714 21.581096834703963 16.801621897184074 19.83058457536879 17.30281234754055 15.059888594398764 23.59715376551996 15.053399563985195 18.796109747967435 12.599539862272739 17.086217879657635
18 216 0 0 0 9.659867746254072 17.145724456074817 10.272014784925206 14.98218561355239 19.059619323012477 13.62319191966089 18.940258176340077 13.439244922254417 16.865228908556357 15.860025283149016 15.093113395186466 23.57451089468743 13.670111109778574 17.161662085428343 12.379566236341255 18.381188871279033
19 228 0 0 0 6.897878784059602 16.365996004760824 7.225133875613884 14.859452016838407 18.625384271245725 10.462175062784048 18.38642308677729 12.992738099750321 16.35085589989486 15.094803663965068 14.204411767801561 20.58653467261974 13.762024484312214 13.056835441800024 8.797239043748883 16.525065636741502
20 240 0 0 0 6.153658852131833 13.164057892835437 3.976486779492237 13.867378403307754 15.279298381624827 6.033897481725118 15.243651716099953 10.977224276519948 16.683294612442857 14.885032669207785 14.381115450178369 20.10414124615331 13.215099858470397 12.568631456778165 3.9910333857435525 16.008036036422553
21 252 0 0 0 3.556670511259976 6.794208351260418 3.992904109634265 11.993003558704169 14.93081397439709 2.470255254108425 14.881472395734496 12.708373114800771 14.855522649076372 14.239148699746396 13.870871275832 16.922896757352635 13.791165376975439 11.172875325198406 4.292557226633606 13.691201525219542
22 264 0 0 0 1.4954595259041552 9.515931639699687 2.3740439382494136 10.76155864165015 11.481612782062701 0.8972868582191587 11.072422920356447 10.130556067873103 10.507951484814772 14.604888054213571 12.239713268145053 21.362233953266877 12.038775495268474 9.732570860658097 -0.5978336023401329 14.606049966761336
23 276 0 0 0 1.7554830054198247 6.954368382286996 1.808561123573125 10.402840938345943 3.8953708800864284 1.289229314656208 7.6944677353025215 6.039600493897988 6.964024481248391 17.476957208805878 9.257898249768646 17.40965724791148 11.630033319833304 7.498617199465162 -5.866414550827408 16.372047724653047
24 288 0 0 0 -0.5204728140010013 8.688098288617944 -2.485828866842753 5.500649828145818 -3.8112433533146657 -1.3304216808270581 7.543893942035331 5.580365005505394 7.455933340294732 16.21945716124189 6.660388592888034 19.04503341507728 6.594439980981368 6.0866117368018 -3.382325362776562 10.08184110352789
25 300 0 0 0 3.2918598931426333 2.5664729941199393 -4.781766634459403 8.654313864195696 -4.347362536175258 0.2378638894133347 9.3169371219314 6.471388007825193 7.403367658339672 11.38460702838536 4.324409451934421 15.548179391706679 6.971131678507953 7.156319620405412 0.24562524647498662 2.8061913092463975
26 312 0 0 0 -2.2918028143585065 4.623511189896653 -0.9256305598254806 8.755544010702414 -1.646813817359022 -4.037581466554254 9.244891126982075 -2.8185859810810365 9.431824062743768 8.97207145263648 5.437105455681125 14.4405551422129 4.616557227586613 0.8178129036735946 -2.510288234856267 4.641476307178984
27 324 0 0 0 -0.6726251117103397 4.992440216604718 -7.205912440687575 7.793152731521574 -2.657398002756886 -10.34999641146853 4.668059469039613 -0.44986056413679654 6.345358715708241 13.449274244987306 0.8134352871440518 9.468373191562389 -8.590258922288413 7.221980945153246 3.089229617142724 8.570252772459993
28 336 0 0 0 7.3791302824491245 3.988577071209495 1.4596010358542646 16.10116663415436 -1.5976577139763228 -3.305195376736677 0.5111837672457717 0.5088735456801531 0.7375496680509475 13.37268514403481 6.16393577637486 5.181845222515348 -7.720740849505536 3.577783505705324 4.458657574126651 8.609290848009262
29 348 0 0 0 -0.9964315309095619 6.230638197218894 2.829732452479727 1.1151183115787617 -4.440534553988002 -5.604284672442664 -3.499154922133398 3.9124890898581457 5.30836700544147 8.098343165309238 8.757092897071788 9.946222864317155 -3.4302889454736123 7.347041369909629 8.451890826070363 2.9791494146353514
