% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=836855, Thu Mar 25 11:23:16 2021, <python>{}</python>
1 12 0.4594206352002935 1.00004687609865 7638.9521364792345 7.6389521364792345e+03 7728.827693940335 7964.800712253364   
2 24 0.44861876178096394 1.1247042038192983 7580.07691242644 7.5800769124264398e+03 7689.050761937542 7778.4762663170195   
3 36 0.44853746456489746 1.219082250651473 7461.081893601743 7.4610818936017431e+03 7619.849236685371 7733.2858127597365   
4 48 0.45569738873284227 1.2602865160816805 7399.5535418404315 7.3995535418404315e+03 7547.9098045337705 7682.861325199532   
5 60 0.4925227008607572 1.287062544285189 7331.1032158129 7.3311032158129001e+03 7434.061139010037 7589.187294719332   
6 72 0.5387164853227397 1.3743856756581145 7218.638756613167 7.2186387566131671e+03 7362.3690538580195 7546.801768790079   
7 84 0.5890570119267904 1.4457562272334852 7100.767483461697 7.1007674834616973e+03 7263.877379300333 7378.2295446395665   
8 96 0.6573373642999243 1.5932518812392762 7026.286403341504 7.0262864033415044e+03 7186.475522601764 7471.073194253199   
9 108 0.7345626866223757 1.6419292796311609 6882.263307591382 6.8822633075913818e+03 7113.340862307234 7404.293493306426   
10 120 0.8281723399992477 1.6360688523665843 6733.227320066491 6.7332273200664913e+03 6952.554133957705 7200.084858245749   
11 132 0.9177416928378785 1.6849875686230131 6348.1058363405855 6.3481058363405855e+03 6884.533582549442 7123.991902882021   
12 144 1.067657025341 1.7430390714013035 6120.633753440811 6.1206337534408112e+03 6465.942184759397 7126.761772819081   
13 156 1.2452878656765838 1.7736914026548622 5951.364600152879 5.9513646001528787e+03 6241.19790295647 6622.90972880604   
14 168 1.4897013006273652 1.810064036310108 5652.373031741776 5.6523730317417758e+03 6102.2583654566715 6451.266806520218   
15 180 1.8269636056730925 1.8336821137512498 5163.803318809111 5.1638033188091113e+03 5916.5856865961105 6762.558928620355   
16 192 2.2223827582572966 1.8770307452048616 4795.551672212096 4.7955516722120956e+03 5402.730645792734 5549.420939558813   
17 204 2.6324867437086925 1.8855664621910393 4779.985988364249 4.7799859883642494e+03 5056.701966099854 5523.819669082496   
18 216 3.0554494305450475 1.8753064583462888 3749.5774200001406 3.7495774200001406e+03 4922.611678539304 5919.990759841222   
19 228 3.6083116427207873 1.8975072737611738 3200.4578103945923 3.2004578103945923e+03 3942.2430072770817 5207.276272495921   
20 240 4.324190466080722 1.9234416061847566 2594.0256869540235 2.5940256869540235e+03 3355.8354592296832 4165.105958537947   
21 252 5.186208111257344 1.9734895065553806 2269.3409051669396 2.2693409051669396e+03 2956.4807439160013 4172.070088313865   
22 264 5.8194076952179685 1.9541198222580352 1911.7005052959014 1.9117005052959014e+03 2886.276150796044 4431.535706293162   
23 276 6.610421525272813 1.9608581320627085 1534.086285285317 1.5340862852853170e+03 2472.0073029784926 3528.5809079537757   
24 288 7.491697943755724 1.947254688062472 1394.8185168214623 1.3948185168214623e+03 2093.109645655112 3403.7083124479886   
25 300 8.226855184307281 1.9532351539002673 1070.2864737144796 1.0702864737144796e+03 1724.373106061989 2511.9239530863056   
26 312 8.51935543641851 1.9437971429080076 902.0708980657776 9.0207089806577756e+02 1596.404227222983 2299.0191868293336   
27 324 8.989048911443025 2.0076049479376823 902.0708980657776 1.3033144496242871e+03 1880.8099978014288 2148.8499973906887   
28 336 9.07243744224933 2.021118809481085 902.0708980657776 9.5511541073357421e+02 2197.317929776616 3283.113550724624   
29 348 9.013179504950244 1.98594691378915 902.0708980657776 9.6544026171887776e+02 2165.6975556966077 2866.152917533328   
30 360 8.94019480633838 1.9889514690836116 902.0708980657776 1.1081728061878921e+03 1763.5833960011494 3150.0650436443807   
31 372 8.360856873928032 1.982608526519617 693.4633300508774 6.9346333005087740e+02 1663.8444800678885 2212.558814787414   
32 384 8.016366405385538 1.9886233531729074 587.2969746685332 5.8729697466853315e+02 1423.0256772565338 2483.144380438225   
33 396 7.817435281256121 1.9830398990107414 587.2969746685332 6.8210666116268283e+02 1279.206802905092 1587.8060933174845   
34 408 7.558359535668529 1.955536222105113 587.2969746685332 6.0090602214957380e+02 1356.7909015616785 2075.4433326279177   
35 420 7.618772285432743 1.9467165298641544 587.2969746685332 6.0241248653517857e+02 1016.5725481081549 1521.6781268263592   
36 432 7.343698748393134 1.9316353412145646 358.263355239044 3.5826335523904402e+02 971.1727098120433 1887.0638314430053   
